title,vote_count,vote_average
Nothing to Lose,0.0,0.0
Project S,12.0,5.8
Girls Town,3.0,5.2
Bye-Bye,3.0,7.7
The Relic,130.0,5.8
The Island of Dr. Moreau,148.0,4.6
First Kid,28.0,5.3
The Trigger Effect,18.0,6.6
Sweet Nothing,2.0,5.0
Bogus,46.0,5.4
Bulletproof,164.0,5.4
Talk of Angels,4.0,6.8
The Land Before Time III: The Time of the Great Giving,86.0,6.1
1-900,1.0,5.0
Baton Rouge,0.0,0.0
Halloween: The Curse of Michael Myers,173.0,5.0
Twelfth Night,22.0,7.0
Mother Night,13.0,7.1
Liebelei,8.0,6.3
Venice,4.0,7.5
Wild Reeds,18.0,7.4
For Whom the Bell Tolls,41.0,6.1
The Philadelphia Story,196.0,7.7
Singin' in the Rain,747.0,7.9
An American in Paris,133.0,6.9
Funny Face,162.0,7.0
Breakfast at Tiffany's,1082.0,7.6
Vertigo,1162.0,8.0
Rear Window,1531.0,8.2
It Happened One Night,283.0,7.7
Gaslight,73.0,7.2
The Gay Divorcee,17.0,7.2
North by Northwest,1062.0,7.8
The Apartment,498.0,8.1
Some Like It Hot,835.0,8.0
Charade,351.0,7.7
Casablanca,1462.0,7.9
The Maltese Falcon,435.0,7.8
My Fair Lady,361.0,7.4
Sabrina,284.0,7.4
Roman Holiday,502.0,7.8
The Little Princess,22.0,7.0
Meet Me in St. Louis,66.0,6.8
The Wizard of Oz,1689.0,7.4
Gone with the Wind,995.0,7.7
My Favorite Year,35.0,7.1
Sunset Boulevard,533.0,8.2
Citizen Kane,1244.0,8.0
2001: A Space Odyssey,3075.0,7.9
Golden Earrings,3.0,4.8
All About Eve,367.0,8.0
The Women,26.0,6.4
Rebecca,346.0,7.7
Foreign Correspondent,86.0,7.0
Notorious,345.0,7.8
Spellbound,166.0,7.3
An Affair to Remember,101.0,7.1
To Catch a Thief,299.0,7.1
Father of the Bride,43.0,6.6
The Band Wagon,46.0,7.1
Ninotchka,77.0,7.3
Love in the Afternoon,55.0,7.3
Gigi,68.0,6.1
The Reluctant Debutante,11.0,6.6
The Adventures of Robin Hood,170.0,7.6
The Mark of Zorro,39.0,7.1
Laura,173.0,7.6
The Ghost and Mrs. Muir,59.0,7.3
Lost Horizon,42.0,6.8
Top Hat,62.0,7.4
To Be or Not to Be,119.0,7.7
My Man Godfrey,69.0,7.7
Giant,169.0,7.5
East of Eden,163.0,7.5
The Thin Man,97.0,7.4
His Girl Friday,171.0,7.5
Around the World in Eighty Days,85.0,6.5
It's a Wonderful Life,1103.0,8.0
Mr. Smith Goes to Washington,245.0,7.9
Bringing Up Baby,201.0,7.6
Penny Serenade,23.0,6.4
The Scarlet Letter,4.0,8.3
Lady of Burlesque,7.0,5.0
Of Human Bondage,26.0,6.4
Angel on My Shoulder,6.0,5.7
Little Lord Fauntleroy,13.0,6.6
They Made Me a Criminal,8.0,5.6
The Inspector General,17.0,6.2
Angel and the Badman,27.0,6.6
The 39 Steps,217.0,7.4
A Walk in the Sun,14.0,5.2
The Outlaw,16.0,4.9
Night of the Living Dead,591.0,7.5
The African Queen,232.0,7.4
Beat the Devil,31.0,6.2
Cat on a Hot Tin Roof,168.0,7.6
The Last Time I Saw Paris,9.0,5.1
Meet John Doe,52.0,7.3
Algiers,6.0,5.8
Something to Sing About,2.0,3.8
A Farewell to Arms,29.0,6.2
Moonlight Murder,1.0,6.0
Nothing Personal,1.0,4.0
"Yes, Madam",11.0,7.4
Dangerous Ground,8.0,5.0
Picnic,19.0,6.7
Madagascar Skin,0.0,0.0
The Pompatus of Love,2.0,5.3
Small Wonders,0.0,0.0
Fly Away Home,114.0,6.6
Bliss,6.0,4.8
Grace of My Heart,15.0,6.5
Brother of Sleep,6.0,6.8
Maximum Risk,104.0,5.3
Michael Collins,98.0,6.8
The Rich Man's Wife,11.0,4.9
Infinity,0.0,0.0
Big Night,45.0,6.8
Last Man Standing,263.0,6.2
Caught,5.0,6.5
Set It Off,66.0,6.9
2 Days in the Valley,73.0,5.9
Curdled,29.0,6.2
L'associé,3.0,6.0
Ed's Next Move,1.0,3.0
Extreme Measures,80.0,5.7
The Glimmer Man,102.0,4.7
D3: The Mighty Ducks,99.0,5.3
The Chamber,62.0,5.9
The Apple Dumpling Gang,34.0,6.6
"Davy Crockett, King of the Wild Frontier",14.0,5.9
Escape to Witch Mountain,60.0,6.5
The Love Bug,126.0,6.0
Herbie Rides Again,77.0,5.9
Old Yeller,68.0,7.0
The Parent Trap,92.0,6.8
Pollyanna,50.0,6.9
Homeward Bound: The Incredible Journey,218.0,6.6
The Shaggy Dog,22.0,6.2
Swiss Family Robinson,88.0,7.0
That Darn Cat!,28.0,6.4
"20,000 Leagues Under the Sea",160.0,6.9
Cool Runnings,510.0,6.8
Angels in the Outfield,124.0,5.7
Cinderella,1760.0,6.8
Winnie the Pooh and the Blustery Day,20.0,7.8
The Three Caballeros,108.0,6.2
The Sword in the Stone,935.0,6.9
So Dear to My Heart,5.0,6.3
Robin Hood: Prince of Thieves,937.0,6.6
Mary Poppins,1217.0,7.4
Dumbo,1206.0,6.8
Pete's Dragon,201.0,6.4
Bedknobs and Broomsticks,260.0,6.8
Alice in Wonderland,1557.0,7.0
The Fox and the Hound,884.0,7.0
Freeway,95.0,6.5
The Sound of Music,966.0,7.4
Die Hard,4005.0,7.5
The Lawnmower Man,198.0,5.4
Unhook the Stars,11.0,6.2
Synthetic Pleasures,0.0,0.0
The Secret Agent,7.0,5.0
Secrets & Lies,127.0,7.1
That Thing You Do!,230.0,6.8
To Gillian on Her 37th Birthday,13.0,5.1
Surviving Picasso,21.0,5.3
Love Is All There Is,2.0,5.5
Beautiful Thing,76.0,7.3
The Long Kiss Goodnight,323.0,6.4
The Ghost and the Darkness,238.0,6.4
Looking for Richard,33.0,6.9
Trees Lounge,51.0,6.7
The Proprietor,0.0,0.0
Normal Life,8.0,6.8
Get on the Bus,11.0,7.0
Shadow Conspiracy,12.0,4.0
Jude,38.0,6.6
Everyone Says I Love You,149.0,6.5
Bitter Sugar,3.0,6.3
Romeo + Juliet,1406.0,6.7
Swingers,255.0,6.8
Sleepers,729.0,7.3
The Sunchaser,8.0,6.1
Johns,6.0,6.0
Aladdin and the King of Thieves,494.0,6.1
The Woman in Question,3.0,5.2
Shall We Dance,22.0,7.9
A Damsel in Distress,4.0,7.0
Crossfire,26.0,6.1
"Murder, My Sweet",48.0,7.2
Macao,8.0,5.6
For the Moment,3.0,7.4
Willy Wonka & the Chocolate Factory,826.0,7.4
The Sexual Life of the Belgians,2.0,5.0
The Innocents,126.0,7.5
Sleeper,206.0,7.0
Bananas,167.0,6.7
A Fish Called Wanda,576.0,7.1
Life of Brian,1230.0,7.7
Victor/Victoria,89.0,6.9
The Candidate,39.0,6.9
The Great Race,64.0,7.2
Bonnie and Clyde,384.0,7.6
The Old Man and the Sea,25.0,6.0
Dial M for Murder,539.0,7.9
Madame Butterfly,3.0,4.8
Dirty Dancing,1371.0,7.1
Reservoir Dogs,3821.0,8.1
Platoon,1236.0,7.5
Weekend at Bernie's,255.0,6.4
Basic Instinct,869.0,6.5
The Doors,285.0,6.7
The Crying Game,180.0,6.9
Glengarry Glen Ross,330.0,7.5
Sophie's Choice,149.0,7.4
E.T. the Extra-Terrestrial,3359.0,7.3
The Search for One-eye Jimmy,4.0,6.3
A Christmas Carol,34.0,7.0
Days of Thunder,359.0,5.9
Top Gun,1736.0,6.7
American Strays,5.0,6.8
Rebel Without a Cause,351.0,7.6
A Streetcar Named Desire,291.0,7.6
Children of the Corn IV: The Gathering,41.0,4.6
The Leopard Son,0.0,0.0
Charm's  Incidents,0.0,0.0
Bird of Prey,0.0,0.0
Microcosmos,61.0,7.7
Palookaville,7.0,5.4
The Associate,49.0,6.2
The Funeral,31.0,7.3
The Sleepover,1.0,8.0
A Single Girl,8.0,6.8
The Eighth Day,56.0,7.0
North Star,3.0,5.2
Drunks,0.0,0.0
The People vs. Larry Flynt,257.0,6.8
Glory Daze,15.0,5.8
A Perfect Candidate,2.0,5.3
On Golden Pond,101.0,7.3
The Return of the Pink Panther,138.0,6.7
Drop Dead Fred,107.0,5.9
The Abyss,822.0,7.1
The Fog,318.0,6.4
Escape from New York,720.0,6.9
The Howling,165.0,6.4
Jean de Florette,113.0,7.6
Manon of the Spring,103.0,7.8
Johnny 100 Pesos,3.0,6.3
Private Benjamin,103.0,6.0
Monty Python and the Holy Grail,1742.0,7.8
Hustler White,12.0,6.8
Dadetown,1.0,8.0
Everything Relative,1.0,4.0
Entertaining Angels - The Dorothy Day Story,1.0,5.0
Three Lives and Only One Death,5.0,8.0
The Line King: The Al Hirschfeld Story,0.0,0.0
Snowriders,0.0,0.0
Curtis's Charm,0.0,0.0
When We Were Kings,54.0,7.3
The Wrong Trousers,266.0,7.6
JLG/JLG: Self-Portrait in December,3.0,7.7
The Return of Martin Guerre,22.0,6.7
Faust,22.0,7.4
He Walked by Night,17.0,6.4
Raw Deal,19.0,7.2
T-Men,15.0,6.4
The Children Are Watching Us,11.0,7.2
Pastoral Symphony,3.0,4.7
Here Comes Cookie,1.0,8.0
Love In Bloom,0.0,0.0
Six of a Kind,2.0,3.5
The Tin Drum,93.0,7.0
The Ruling Class,29.0,6.8
Mina Tannenbaum,3.0,4.8
2 or 3 Things I Know About Her,33.0,7.0
The Bloody Child,0.0,0.0
Dear God,17.0,5.1
Bad Moon,33.0,5.7
American Dream,2.0,6.0
Best of the Best 3: No Turning Back,13.0,5.8
Bob Roberts,44.0,6.5
Cinema Paradiso,834.0,8.2
"The Cook, the Thief, His Wife & Her Lover",137.0,7.3
Dead Tired,9.0,5.6
Delicatessen,320.0,7.4
The Double Life of Veronique,154.0,7.3
Enchanted April,25.0,6.9
Paths of Glory,565.0,8.2
The Grifters,112.0,6.5
Hear My Song,4.0,4.1
The Shooter,1.0,5.0
The English Patient,559.0,7.0
Mediterraneo,157.0,7.4
My Left Foot: The Story of Christy Brown,208.0,7.5
"Sex, Lies, and Videotape",188.0,6.7
Passion Fish,7.0,6.7
Strictly Ballroom,83.0,6.2
The Thin Blue Line,109.0,7.9
Tie Me Up! Tie Me Down!,102.0,7.0
Madonna: Truth or Dare,32.0,6.3
Paris is Burning,67.0,8.2
One Flew Over the Cuckoo's Nest,3001.0,8.3
Up in Smoke,201.0,6.7
The Empire Strikes Back,5998.0,8.2
The Princess Bride,1518.0,7.6
Raiders of the Lost Ark,3949.0,7.7
Brazil,877.0,7.6
Aliens,3282.0,7.7
"The Good, the Bad and the Ugly",2371.0,8.1
Withnail & I,173.0,7.4
12 Angry Men,2130.0,8.2
Lawrence of Arabia,870.0,7.8
A Clockwork Orange,3432.0,8.0
To Kill a Mockingbird,676.0,7.9
Apocalypse Now,2112.0,8.0
Once Upon a Time in the West,1160.0,8.1
Return of the Jedi,4763.0,7.9
Wings of Desire,256.0,7.5
The Third Man,431.0,7.9
GoodFellas,3211.0,8.2
Alien,4564.0,7.9
Army of Darkness,852.0,7.3
The Big Blue,364.0,7.6
Ran,349.0,7.9
The Killer,179.0,7.6
Psycho,2405.0,8.3
The Blues Brothers,1092.0,7.5
The Godfather: Part II,3418.0,8.3
Full Metal Jacket,2595.0,7.9
A Grand Day Out,199.0,7.4
Henry V,73.0,7.4
Amadeus,1107.0,7.8
The Quiet Man,118.0,7.3
Once Upon a Time in America,1104.0,8.3
Raging Bull,968.0,7.7
Annie Hall,1044.0,7.8
The Right Stuff,241.0,7.4
Stalker,356.0,7.8
Das Boot,623.0,7.9
The Sting,639.0,7.9
Harold and Maude,266.0,7.7
Trust,24.0,6.5
The Seventh Seal,569.0,7.9
Local Hero,81.0,7.0
The Terminator,4208.0,7.4
Braindead,388.0,7.4
Glory,391.0,7.4
Rosencrantz & Guildenstern Are Dead,75.0,7.3
Manhattan,600.0,7.8
Miller's Crossing,431.0,7.5
Dead Poets Society,2786.0,8.1
The Graduate,855.0,7.6
Touch of Evil,292.0,7.6
La Femme Nikita,511.0,7.0
The Bridge on the River Kwai,554.0,7.7
8½,427.0,7.9
Chinatown,939.0,7.9
The Day the Earth Stood Still,323.0,7.3
The Treasure of the Sierra Madre,285.0,7.9
Bad Taste,196.0,6.4
Duck Soup,170.0,7.6
Better Off Dead...,164.0,6.8
The Shining,3890.0,8.1
Stand by Me,1568.0,7.8
M,465.0,8.0
Evil Dead II,760.0,7.5
The Great Escape,731.0,7.8
The Deer Hunter,943.0,7.8
Diva,37.0,6.7
Groundhog Day,2358.0,7.4
Unforgiven,1133.0,7.7
The Manchurian Candidate,188.0,7.7
Pump up the Volume,86.0,7.0
Arsenic and Old Lace,234.0,7.4
Back to the Future,6239.0,8.0
Fried Green Tomatoes,298.0,7.6
Patton,327.0,7.3
Down by Law,149.0,7.2
Akira,792.0,7.8
Highlander,642.0,6.8
Cool Hand Luke,390.0,7.7
Cyrano de Bergerac,131.0,6.8
Young Frankenstein,880.0,7.7
Night on Earth,165.0,7.5
Raise the Red Lantern,139.0,7.8
The Great Dictator,756.0,8.1
Fantasia,831.0,7.2
High Noon,343.0,7.6
The Big Sleep,244.0,7.6
Heathers,387.0,7.3
Somewhere in Time,104.0,7.1
Ben-Hur,660.0,7.5
This Is Spinal Tap,413.0,7.6
Koyaanisqatsi,140.0,7.7
Some Kind of Wonderful,104.0,6.9
Indiana Jones and the Last Crusade,3221.0,7.6
Being There,243.0,7.7
Gandhi,730.0,7.4
The Unbearable Lightness of Being,89.0,7.0
A Room with a View,164.0,6.9
Real Genius,121.0,6.6
Pink Floyd: The Wall,363.0,7.7
The Killing Fields,180.0,7.5
My Life as a Dog,70.0,7.3
Forbidden Planet,238.0,7.2
Field of Dreams,383.0,7.1
The Man Who Would Be King,148.0,7.6
Butch Cassidy and the Sundance Kid,659.0,7.4
"Paris, Texas",282.0,7.7
Until the End of the World,45.0,6.3
When Harry Met Sally...,974.0,7.3
I Shot a Man in Vegas,0.0,0.0
Parallel Sons,1.0,5.0
Hype!,12.0,6.8
Santa with Muscles,20.0,3.5
Female Perversions,10.0,5.4
Mad Dog Time,12.0,6.2
Breathing Room,0.0,0.0
Paris Was a Woman,1.0,7.0
I'm Not Rappaport,8.0,6.2
Blue Juice,13.0,3.6
Kids of Survival,0.0,0.0
Alien³,1664.0,6.2
An American Werewolf in London,571.0,7.2
Amityville: It's About Time,21.0,4.1
Amityville 3-D,40.0,4.0
Amityville: Dollhouse,17.0,3.5
Amityville: A New Generation,17.0,2.8
Amityville II: The Possession,59.0,5.9
The Amityville Horror,192.0,6.2
The Amityville Curse,19.0,2.7
Blood for Dracula,22.0,5.8
April Fool's Day,74.0,5.8
Audrey Rose,34.0,5.8
The Believers,39.0,6.2
The Birds,959.0,7.3
The Blob,147.0,6.2
Blood Beach,18.0,4.9
Body Parts,24.0,5.6
The Body Snatcher,47.0,6.8
Dracula,1087.0,7.1
Bride of Frankenstein,208.0,7.4
Burnt Offerings,58.0,6.6
Candyman,303.0,6.2
Cape Fear,692.0,7.0
Cape Fear,125.0,7.2
Carrie,977.0,7.0
Cat People,97.0,6.0
A Nightmare on Elm Street,1212.0,7.2
Nosferatu,373.0,7.7
Vampire in Venice,2.0,8.5
The Omen,485.0,7.2
Blood and Wine,34.0,5.5
Albino Alligator,45.0,5.6
The Mirror Has Two Faces,47.0,6.5
Breaking the Waves,213.0,7.2
Nightwatch,104.0,6.2
Star Trek: First Contact,671.0,7.0
Shine,136.0,7.3
Sling Blade,236.0,7.4
Jingle All the Way,583.0,5.5
Identification of a Woman,15.0,5.8
Paradise Lost: The Child Murders at Robin Hood Hills,38.0,7.9
The Preacher's Wife,55.0,5.4
Zero Kelvin,5.0,6.4
Ridicule,30.0,7.4
The Crucible,134.0,6.7
101 Dalmatians,722.0,5.6
The Forbidden Christ,2.0,5.5
I Can't Sleep,1.0,5.0
Die Hard 2,1920.0,6.6
Star Trek: The Motion Picture,541.0,6.2
Star Trek VI: The Undiscovered Country,421.0,6.7
Star Trek V: The Final Frontier,384.0,5.6
Star Trek II: The Wrath of Khan,688.0,7.3
Star Trek III: The Search for Spock,443.0,6.4
Star Trek IV: The Voyage Home,490.0,6.9
Batman Returns,1706.0,6.6
Young Guns,262.0,6.6
Young Guns II,165.0,6.3
Grease,1633.0,7.2
Grease 2,185.0,4.9
Marked for Death,100.0,5.6
Adrenalin: Fear the Rush,19.0,3.9
The Substance of Fire,1.0,6.0
Under Siege,405.0,6.1
Terror in a Texas Town,13.0,7.1
Jaws,2628.0,7.5
Jaws 2,412.0,5.9
Jaws 3-D,266.0,4.2
My Fellow Americans,46.0,6.3
Mars Attacks!,1544.0,6.1
Citizen Ruth,27.0,6.8
Jerry Maguire,941.0,6.7
Raising Arizona,548.0,7.2
Tin Men,38.0,6.8
Sneakers,301.0,6.7
Bastard Out of Carolina,19.0,7.3
In Love and War,28.0,6.0
Marvin's Room,130.0,6.6
Somebody Is Waiting,0.0,0.0
Ghosts of Mississippi,40.0,6.2
Night Falls on Manhattan,24.0,6.6
Beavis and Butt-Head Do America,169.0,6.5
La Cérémonie,40.0,7.0
Scream,1520.0,7.0
The Last of the Mohicans,747.0,7.1
Michael,174.0,5.5
The Evening Star,18.0,5.8
Hamlet,118.0,7.3
Some Mother's Son,6.0,7.0
The Whole Wide World,9.0,6.4
Mother,19.0,6.8
Thieves,5.0,7.0
Evita,122.0,5.9
The Portrait of a Lady,46.0,6.3
Walkabout,111.0,7.4
Message to Love: The Isle of Wight Festival,4.0,6.4
Murder at 1600,130.0,5.8
Hearts and Minds,0.0,0.0
Inside,1.0,0.0
Fierce Creatures,95.0,6.0
Zeus & Roxanne,16.0,4.2
Turbulence,63.0,5.2
Angel Baby,3.0,7.7
First Strike,101.0,6.5
Underworld,1.0,6.0
Beverly Hills Ninja,176.0,5.5
Metro,136.0,5.3
The Machine,2.0,4.5
Falling in Love Again,4.0,6.1
The Cement Garden,23.0,7.2
Dante's Peak,445.0,5.8
Meet Wally Sparks,10.0,5.3
Amos & Andrew,47.0,5.0
Benny & Joon,220.0,6.9
Prefontaine,21.0,6.7
A Tickle in the Heart,0.0,0.0
Guantanamera,3.0,8.0
McHale's Navy,27.0,4.4
Kolya,46.0,7.5
Gridlock'd,55.0,6.8
Fire on the Mountain,0.0,0.0
Waiting for Guffman,66.0,7.4
Prisoner of the Mountains,14.0,6.6
The Beautician and the Beast,53.0,5.2
SubUrbia,32.0,6.4
Hotel de Love,2.0,4.3
The Pest,35.0,5.0
Fools Rush In,133.0,5.8
Touch,10.0,6.0
Absolute Power,226.0,6.4
That Darn Cat,11.0,3.9
Vegas Vacation,175.0,6.0
Unforgotten: Twenty-Five Years After Willowbrook,2.0,7.0
That Old Feeling,15.0,7.1
Lost Highway,572.0,7.5
Rosewood,31.0,6.7
Donnie Brasco,1175.0,7.4
Salut cousin !,4.0,3.3
Booty Call,29.0,5.6
Rhyme & Reason,8.0,6.3
Boys Life 2,1.0,5.0
City of Industry,14.0,5.6
Best Men,8.0,5.6
Jungle 2 Jungle,122.0,4.9
Kama Sutra - A Tale of Love,36.0,5.7
Private Parts,106.0,6.7
Love Jones,12.0,8.1
The Saint,310.0,5.9
Smilla's Sense of Snow,61.0,6.6
The Van,15.0,5.9
Crash,224.0,6.5
The Daytrippers,11.0,6.2
Liar Liar,1456.0,6.4
The Quiet Room,1.0,5.0
Selena,115.0,7.1
The Devil's Own,300.0,5.9
Cats Don't Dance,25.0,7.1
B.A.P.S.,13.0,4.2
Love and Other Catastrophes,9.0,5.8
Turbo: A Power Rangers Movie,60.0,4.6
Anna Karenina,26.0,6.4
Double Team,163.0,4.4
Inventing the Abbotts,43.0,6.4
Anaconda,624.0,4.8
Grosse Pointe Blank,278.0,6.9
Keys to Tulsa,5.0,4.9
Kissed,21.0,7.0
8 Heads in a Duffel Bag,39.0,5.4
Hollow Reed,6.0,6.8
Paradise Road,21.0,6.2
Traveller,6.0,5.9
All Over Me,15.0,5.9
A Brother's Kiss,1.0,8.0
A Chef in Love,2.0,3.5
Romy and Michele's High School Reunion,160.0,6.0
Temptress Moon,6.0,7.2
Volcano,387.0,5.2
Children of the Revolution,9.0,5.3
Austin Powers: International Man of Mystery,1033.0,6.5
Breakdown,202.0,6.6
Broken English,2.0,7.0
Commandments,5.0,5.3
Ripe,4.0,4.0
"Truth or Consequences, N.M.",15.0,5.7
The Turning,0.0,0.0
Warriors of Virtue,9.0,4.7
Fathers' Day,77.0,5.1
The Fifth Element,3962.0,7.3
Intimate Relations,1.0,8.0
Nowhere,27.0,6.3
Losing Chase,6.0,3.9
Sprung,7.0,5.0
The Promise,1.0,5.0
Le Bonheur,21.0,7.0
Love! Valour! Compassion!,10.0,5.7
Shall We Dance?,35.0,7.2
The Second Jungle Book: Mowgli & Baloo,5.0,3.2
Twin Town,29.0,6.6
Addicted to Love,112.0,6.1
Brassed Off,53.0,6.9
The Designated Mourner,2.0,8.0
The Lost World: Jurassic Park,2528.0,6.2
Ponette,11.0,7.5
Schizopolis,22.0,6.4
Shiloh,17.0,5.7
The War at Home,7.0,6.9
Rough Magic,7.0,6.3
Trial and Error,17.0,5.3
Buddy,13.0,3.9
Con Air,1289.0,6.5
Late Bloomers,1.0,4.0
The Pillow Book,41.0,6.9
To Have (Or Not),0.0,0.0
Speed 2: Cruise Control,439.0,4.1
Squeeze,1.0,6.0
Sudden Manhattan,1.0,6.0
The Next Step,0.0,0.0
Wedding Bell Blues,2.0,5.5
Batman & Robin,1447.0,4.2
Dream with the Fishes,10.0,7.7
Roseanna's Grave,4.0,6.3
Head Above Water,39.0,5.8
Hercules,1741.0,7.3
The Last Time I Committed Suicide,7.0,6.7
MURDER and murder,2.0,8.0
My Best Friend's Wedding,606.0,6.4
Tetsuo II: Body Hammer,24.0,5.6
When the Cat's Away,16.0,6.1
Contempt,138.0,7.5
Face/Off,1612.0,6.8
Fall,6.0,7.2
Gabbeh,6.0,7.5
Mondo,3.0,7.0
The Innocent Sleep,0.0,0.0
For Ever Mozart,3.0,8.0
Men in Black,4521.0,6.9
Out to Sea,20.0,5.8
Wild America,28.0,5.8
A Simple Wish,46.0,5.5
Contact,1338.0,7.2
Love Serenade,4.0,6.0
G.I. Jane,404.0,6.0
Conan the Barbarian,663.0,6.6
George of the Jungle,508.0,5.4
Cop Land,384.0,6.6
Event Horizon,752.0,6.4
Spawn,344.0,5.0
Air Bud,108.0,5.3
Picture Perfect,114.0,5.1
In the Company of Men,45.0,6.8
Free Willy 3: The Rescue,76.0,5.6
Career Girls,15.0,7.4
Conspiracy Theory,440.0,6.5
Desperate Measures,60.0,5.9
Steel,49.0,4.2
She's So Lovely,26.0,5.3
Hoodlum,33.0,6.5
Leave it to Beaver,20.0,5.2
Mimic,255.0,5.7
Money Talks,90.0,6.0
Excess Baggage,56.0,5.6
Kull the Conqueror,39.0,5.2
Air Force One,859.0,6.2
One Eight Seven,141.0,6.5
The Hunt for Red October,971.0,7.2
My Own Private Idaho,218.0,7.1
"Kiss Me, Guido",10.0,4.4
Star Maps,3.0,5.3
In & Out,181.0,6.3
The Edge,359.0,6.8
The Peacemaker,263.0,5.8
L.A. Confidential,1340.0,7.7
Seven Years in Tibet,644.0,7.0
Kiss the Girls,353.0,6.2
Soul Food,19.0,6.6
Kicked in the Head,1.0,5.0
Wishmaster,114.0,5.6
A Thousand Acres,11.0,5.7
The Game,1556.0,7.5
Fire Down Below,91.0,5.0
U Turn,185.0,6.5
The Locusts,3.0,3.8
The Matchmaker,18.0,6.1
The Assignment,41.0,6.6
A Smile Like Yours,6.0,3.2
Ulee's Gold,19.0,6.5
The Ice Storm,181.0,6.9
Stag,6.0,5.8
Chasing Amy,441.0,6.7
Def Jam's How to Be a Player,9.0,5.4
The Full Monty,372.0,6.9
Alive and Kicking,1.0,0.0
Mrs Brown,45.0,6.6
I Know What You Did Last Summer,698.0,5.6
The Devil's Advocate,1414.0,7.2
RocketMan,36.0,5.4
Playing God,26.0,5.6
The House of Yes,30.0,6.3
"Fast, Cheap & Out of Control",8.0,8.3
Washington Square,5.0,7.4
Telling Lies In America,6.0,6.3
Year of the Horse,3.0,3.8
Gattaca,1846.0,7.5
FairyTale: A True Story,25.0,6.2
Phantoms,110.0,5.2
Swept from the Sea,12.0,6.5
Wonderland,0.0,0.0
A Life Less Ordinary,130.0,6.2
Hurricane Streets,4.0,4.8
Eve's Bayou,29.0,6.3
Switchback,52.0,5.8
Gang Related,32.0,6.5
Stripes,253.0,6.5
Nenette and Boni,7.0,8.0
Bean,602.0,6.3
Hugo Pool,16.0,5.2
Mad City,81.0,5.9
One Night Stand,24.0,5.7
The Tango Lesson,5.0,6.4
Welcome to Sarajevo,22.0,6.5
Deceiver,16.0,6.6
The Rainmaker,239.0,6.7
Boogie Nights,812.0,7.5
Witness,390.0,7.0
Incognito,7.0,6.3
Starship Troopers,1584.0,6.7
Critical Care,9.0,6.1
The Joy Luck Club,34.0,7.1
Chairman of the Board,13.0,2.7
Sliding Doors,363.0,6.6
Mortal Kombat: Annihilation,225.0,3.8
The Truman Show,4702.0,7.8
The Wings of the Dove,34.0,6.9
Mrs. Dalloway,7.0,5.4
"I Love You, I Love You Not",10.0,5.0
Red Corner,79.0,5.9
The Jackal,536.0,6.1
Anastasia,1481.0,7.4
The Man Who Knew Too Little,126.0,6.5
Alien: Resurrection,1388.0,5.9
Alien Escape,2.0,4.5
Amistad,324.0,6.8
The Apostle,39.0,6.1
Artemisia,10.0,6.2
Bent,34.0,6.3
Bang,1.0,6.0
The Boys,7.0,5.4
The Butcher Boy,36.0,6.7
Deconstructing Harry,188.0,7.3
Flubber,707.0,5.3
For Richer or Poorer,43.0,5.6
Good Will Hunting,2880.0,7.9
Guy,1.0,6.0
Tar,0.0,0.0
Home Alone 3,632.0,5.1
Ill Gotten Gains,0.0,0.0
Man of Her Dreams,0.0,0.0
Midnight in the Garden of Good and Evil,161.0,6.3
MouseHunt,297.0,6.2
Never Met Picasso,0.0,0.0
Office Killer,14.0,5.0
Other Voices Other Rooms,1.0,10.0
Scream 2,856.0,6.1
Stranger in the House,0.0,0.0
The Sweet Hereafter,108.0,6.8
Time Tracers,0.0,0.0
Titanic,7770.0,7.5
Tomorrow Never Dies,941.0,6.0
Twisted,1.0,4.5
Full Speed,4.0,6.6
The Education of Little Tree,0.0,0.0
The Postman,306.0,6.1
The Horse Whisperer,296.0,6.7
The Winter Guest,10.0,6.9
Jackie Brown,1580.0,7.3
Kundun,92.0,6.8
Mr. Magoo,75.0,3.9
The Big Lebowski,3001.0,7.8
Afterglow,5.0,7.2
My Life in Pink,28.0,7.2
Great Expectations,131.0,6.4
3 Ninjas: High Noon at Mega Mountain,38.0,3.9
Men of Means,0.0,0.0
Caught Up,4.0,4.3
Arguing the World,0.0,0.0
Firestorm,17.0,4.7
Senseless,76.0,5.8
Wag the Dog,273.0,6.7
Dark City,838.0,7.2
The Leading Man,0.0,0.0
Star Kid,16.0,4.9
Hard Rain,181.0,5.5
Half Baked,179.0,6.4
Fallen,346.0,6.6
Shooting Fish,23.0,7.0
The Prophecy II,49.0,5.9
Fallen Angels,113.0,7.7
Four Days in September,22.0,7.3
Spice World,124.0,4.7
Deep Rising,155.0,6.0
Tainted,2.0,5.5
A Letter from Death Row,1.0,2.0
Music from Another Room,14.0,5.7
Mother and Son,14.0,7.6
The Replacement Killers,128.0,6.0
B. Monkey,14.0,5.8
The Night Flier,60.0,5.7
Blues Brothers 2000,166.0,5.2
Tokyo Fist,29.0,6.6
Ride,4.0,6.8
The Wedding Singer,603.0,6.5
Sphere,483.0,5.8
Ayn Rand: A Sense of Life,3.0,7.2
A Further Gesture,0.0,0.0
Little City,1.0,6.0
Palmetto,29.0,5.7
As Good as It Gets,946.0,7.2
King of New York,130.0,6.5
A Paralyzing Fear: The Story of Polio in America,0.0,0.0
